"date","receiver","sender","name","mcc","count"
"29.11.2016","GB","SK","Charitable and Social Service Organizations","8398","3"
"25.11.2016","GB","LT","Charitable and Social Service Organizations","8398","18"
"26.11.2016","UA","TR","Tickets and Travel","7922","1"
"14.10.2016","GB","BY","Computer Maintenance and Programming","7379","42"
"04.10.2016","UA","ES","Computer Maintenance and Programming","7379","2"
"11.11.2016","EE","AZ","Telecommunication Services","4814","8"
"15.11.2016","UA","DE","Florists","5193","24"
"22.11.2016","UA","GB","Tickets and Travel","7922","11"
"14.11.2016","EE","RU","Telecommunication Services","4814","5"
"27.10.2016","UA","TR","Stores and Shops","5200","135"
"01.12.2016","GB","KW","Charitable and Social Service Organizations","8398","9"
"27.11.2016","GB","GR","Charitable and Social Service Organizations","8398","14"
"18.10.2016","GB","DE","Computer Maintenance and Programming","7379","16"
"29.09.2016","RU","NZ","Computer Maintenance and Programming","7379","6"
"17.10.2016","RU","AZ","Dating","7273","72"
"21.11.2016","UA","GB","Taxicabs and Limousines","4121","9"
"14.11.2016","GB","FR","Computer Maintenance and Programming","7379","3"
"11.11.2016","UA","US","Taxicabs and Limousines","4121","12"
"09.09.2016","GB","PK","Charitable and Social Service Organizations","8398","12"
"28.10.2016","GB","BR","Charitable and Social Service Organizations","8398","530"
"25.11.2016","CZ","SK","Video Games","7933","6"
"04.11.2016","RU","TR","Professional and Personal Services","8999","1"
"17.09.2016","LV","KZ","Professional and Personal Services","8999","24"
"05.10.2016","UA","IN","Florists","5193","10"
"26.10.2016","GB","CA","Computer Maintenance and Programming","7379","20"
"25.10.2016","UA","KZ","Computer Maintenance and Programming","7379","1"
"13.11.2016","GB","LB","Charitable and Social Service Organizations","8398","15"
"23.11.2016","RU","UA","Professional and Personal Services","8999","16"
"17.10.2016","DE","RU","Furniture","7011","90"
"17.09.2016","GB","MZ","Charitable and Social Service Organizations","8398","24"
"13.09.2016","UA","CN","Computer Maintenance and Programming","7379","9"
"26.11.2016","GB","BR","Charitable and Social Service Organizations","8398","50"
"27.10.2016","GB","HR","Charitable and Social Service Organizations","8398","6"
"31.10.2016","RU","IE","Stores and Shops","5200","4"
"18.09.2016","GB","CI","Charitable and Social Service Organizations","8398","21"
"10.11.2016","UA","NL","Computer Maintenance and Programming","7379","3"
"19.09.2016","RU","AU","Car Rental Companies","7512","6"
"10.11.2016","GB","PL","Computer Maintenance and Programming","7379","2"
"13.11.2016","GB","BR","Computer Maintenance and Programming","7379","9"
"08.12.2016","RU","MD","Dating","7273","30"
"07.11.2016","UA","GB","Tickets and Travel","7922","30"
"17.11.2016","RU","BY","Professional and Personal Services","8999","6"
"19.09.2016","RU","AM","Financial Services","6012","5"
"15.10.2016","UA","RU","Stores and Shops","5200","42"
"28.09.2016","UA","RU","Computer Maintenance and Programming","7379","259"
"24.11.2016","RU","UA","Professional and Personal Services","8999","44"
"19.09.2016","EE","AZ","Telecommunication Services","4814","25"
"01.12.2016","GB","MT","Telecommunication Services","4814","18"
"26.11.2016","UA","GE","Computer Maintenance and Programming","7379","4"
"26.11.2016","GB","PL","Charitable and Social Service Organizations","8398","30"
"17.11.2016","GB","DK","Charitable and Social Service Organizations","8398","8"
"22.11.2016","GB","PK","Charitable and Social Service Organizations","8398","24"
"14.09.2016","GB","IT","Charitable and Social Service Organizations","8398","18"
"26.09.2016","UA","ID","Taxicabs and Limousines","4121","10"
"15.10.2016","UA","GB","Computer Maintenance and Programming","7379","24"
"16.09.2016","GB","GE","Charitable and Social Service Organizations","8398","50"
"18.09.2016","GB","MZ","Charitable and Social Service Organizations","8398","33"
"21.11.2016","GB","NG","Management, Consulting, and Advertising Services","7311","90"
"04.10.2016","UA","AE","Education","8299","5"
"15.10.2016","LV","BY","Professional and Personal Services","8999","32"
"14.09.2016","RU","DE","Computer Maintenance and Programming","7379","48"
"15.11.2016","UA","IT","Florists","5193","16"
"28.09.2016","RU","ES","Education","8299","8"
"11.09.2016","UA","LT","Computer Maintenance and Programming","7379","9"
"25.10.2016","UA","CA","Stores and Shops","5200","90"
"18.09.2016","LV","KZ","Professional and Personal Services","8999","28"
"20.09.2016","RU","LV","Dating","7273","6"
"07.10.2016","GB","MD","Charitable and Social Service Organizations","8398","40"
"21.10.2016","GB","FR","Charitable and Social Service Organizations","8398","88"
"30.09.2016","GB","NG","Charitable and Social Service Organizations","8398","284"
"28.10.2016","UA","GE","Computer Maintenance and Programming","7379","8"
"11.11.2016","GB","UA","Computer Maintenance and Programming","7379","156"
"29.10.2016","GB","UY","Charitable and Social Service Organizations","8398","12"
"07.12.2016","UA","FR","Tickets and Travel","7922","8"
"21.09.2016","RU","BY","Financial Services","6012","9"
"10.10.2016","GB","KW","Charitable and Social Service Organizations","8398","60"
"24.10.2016","UA","NL","Florists","5193","10"
"28.09.2016","GB","DE","Computer Maintenance and Programming","7379","6"
"27.09.2016","GB","VE","Charitable and Social Service Organizations","8398","48"
"12.10.2016","RU","SE","Dating","7273","2"
"10.10.2016","RU","IE","Dating","7273","7"
"09.10.2016","UA","SE","Tickets and Travel","7922","5"
"16.10.2016","GB","IN","Charitable and Social Service Organizations","8398","605"
"16.10.2016","GB","FR","Computer Maintenance and Programming","7379","4"
"15.11.2016","GB","TR","Charitable and Social Service Organizations","8398","88"
"02.12.2016","RU","TR","Dating","7273","4"
"16.11.2016","GB","BG","Dating","7273","6"
"20.11.2016","GB","LV","Computer Maintenance and Programming","7379","24"
"27.10.2016","UA","AZ","Tickets and Travel","7922","3"
"20.10.2016","SK","RU","Stores and Shops","5200","230"
"17.09.2016","GB","CI","Charitable and Social Service Organizations","8398","12"
"06.10.2016","GB","UZ","Charitable and Social Service Organizations","8398","27"
"23.10.2016","GB","IL","Computer Maintenance and Programming","7379","12"
"12.09.2016","RU","IL","Dating","7273","24"
"26.09.2016","RU","SN","Dating","7273","8"
"30.10.2016","GB","IS","Charitable and Social Service Organizations","8398","18"
"14.09.2016","UA","TR","Florists","5193","55"
"10.11.2016","UA","CY","Computer Maintenance and Programming","7379","8"
"29.11.2016","UA","NO","Education","8299","70"
"01.10.2016","RU","DE","Computer Maintenance and Programming","7379","36"
"20.09.2016","GB","KZ","Computer Maintenance and Programming","7379","6"
"25.09.2016","GB","AG","Charitable and Social Service Organizations","8398","9"
"01.10.2016","GB","IT","Charitable and Social Service Organizations","8398","36"
"31.10.2016","UA","GB","Education","8299","16"
"30.10.2016","RU","IT","Stores and Shops","5200","10"
"17.10.2016","CZ","AZ","Computer Maintenance and Programming","7379","28"
"08.10.2016","GB","BR","Charitable and Social Service Organizations","8398","162"
"29.10.2016","GB","LV","Telecommunication Services","4814","126"
"17.11.2016","UA","HU","Tickets and Travel","7922","10"
"27.09.2016","RU","BY","Dating","7273","350"
"19.09.2016","EE","GB","Telecommunication Services","4814","10"
"17.11.2016","RU","CA","Computer Maintenance and Programming","7379","2"
"14.10.2016","UA","HK","Management, Consulting, and Advertising Services","7311","24"
"06.11.2016","GB","LT","Charitable and Social Service Organizations","8398","60"
"23.11.2016","GB","IT","Computer Maintenance and Programming","7379","8"
"28.09.2016","GB","US","Charitable and Social Service Organizations","8398","3392"
"18.11.2016","EE","SK","Telecommunication Services","4814","6"
"24.10.2016","GB","ES","Charitable and Social Service Organizations","8398","180"
"04.12.2016","EE","AZ","Telecommunication Services","4814","30"
"05.12.2016","UA","US","Computer Maintenance and Programming","7379","21"
"13.09.2016","UA","LV","Hotels, Motels, Resorts","7011","5"
"13.09.2016","RU","PT","Computer Maintenance and Programming","7379","11"
"17.11.2016","GB","PT","Dating","7273","12"
"03.12.2016","EE","AZ","Telecommunication Services","4814","22"
"15.11.2016","RU","MU","Dating","7273","7"
"13.11.2016","LV","EE","Stores and Shops","5200","15"
"17.10.2016","RU","GB","Dating","7273","15"
"12.10.2016","GB","TR","Computer Maintenance and Programming","7379","14"
"13.09.2016","RU","SE","Stores and Shops","5200","10"
"11.09.2016","GB","NL","Charitable and Social Service Organizations","8398","24"
"24.11.2016","GB","IT","Computer Maintenance and Programming","7379","20"
"21.09.2016","GB","LT","Charitable and Social Service Organizations","8398","50"
"14.11.2016","RU","EE","Dating","7273","6"
"05.12.2016","GB","ID","Charitable and Social Service Organizations","8398","15"
"02.12.2016","EE","GI","Telecommunication Services","4814","8"
"22.09.2016","UA","BY","Education","8299","6"
"26.10.2016","GB","SK","Charitable and Social Service Organizations","8398","21"
"02.12.2016","GB","BO","Charitable and Social Service Organizations","8398","6"
"14.09.2016","UA","LV","Taxicabs and Limousines","4121","4"
"29.10.2016","GB","OM","Charitable and Social Service Organizations","8398","2"
"22.10.2016","GB","JM","Charitable and Social Service Organizations","8398","30"
"03.10.2016","UA","LV","Florists","5193","3"
"30.09.2016","GB","MA","Charitable and Social Service Organizations","8398","6"
"15.11.2016","GB","LK","Charitable and Social Service Organizations","8398","72"
"05.11.2016","UA","PL","Tickets and Travel","7922","14"
"06.12.2016","GB","EE","Charitable and Social Service Organizations","8398","36"
"22.10.2016","RU","BY","Professional and Personal Services","8999","10"
"27.09.2016","GB","IL","Computer Maintenance and Programming","7379","3"
"02.11.2016","GB","HN","Charitable and Social Service Organizations","8398","24"
"18.09.2016","UA","CA","Computer Maintenance and Programming","7379","4"
"28.09.2016","GB","UG","Charitable and Social Service Organizations","8398","96"
"28.11.2016","GB","FR","Charitable and Social Service Organizations","8398","12"
"15.10.2016","GB","AM","Computer Maintenance and Programming","7379","16"
"08.10.2016","GB","PL","Charitable and Social Service Organizations","8398","36"
"02.11.2016","GB","FI","Computer Maintenance and Programming","7379","4"
"24.10.2016","UA","RU","Stores and Shops","5200","40"
"09.09.2016","GB","JO","Charitable and Social Service Organizations","8398","15"
"19.11.2016","UA","PL","Computer Maintenance and Programming","7379","42"
"22.09.2016","GB","GH","Charitable and Social Service Organizations","8398","84"
"07.12.2016","UA","MA","Florists","5193","16"
"03.12.2016","GB","LV","Computer Maintenance and Programming","7379","9"
"07.12.2016","UA","SC","Taxicabs and Limousines","4121","5"
"29.09.2016","GB","IL","Computer Maintenance and Programming","7379","12"
"18.10.2016","RU","TJ","Dating","7273","5"
"03.11.2016","GB","PL","Computer Maintenance and Programming","7379","16"
"18.11.2016","UA","BG","Tickets and Travel","7922","10"
"22.09.2016","RU","AT","Computer Maintenance and Programming","7379","9"
"14.10.2016","GB","IE","Charitable and Social Service Organizations","8398","20"
"03.12.2016","GB","UA","Computer Maintenance and Programming","7379","410"
"08.11.2016","RU","IL","Dating","7273","4"
"04.12.2016","GB","UA","Computer Maintenance and Programming","7379","210"
"15.09.2016","EE","PL","Telecommunication Services","4814","16"
"13.09.2016","GB","PT","Charitable and Social Service Organizations","8398","16"
"21.10.2016","GB","GE","Computer Maintenance and Programming","7379","12"
"28.10.2016","GB","KZ","Computer Maintenance and Programming","7379","1"
"07.10.2016","GB","IL","Computer Maintenance and Programming","7379","9"
"16.09.2016","GB","IN","Charitable and Social Service Organizations","8398","744"
"14.09.2016","GB","US","Computer Maintenance and Programming","7379","40"
"24.11.2016","GB","DE","Computer Maintenance and Programming","7379","60"
"10.09.2016","GB","KZ","Charitable and Social Service Organizations","8398","325"
"27.10.2016","UA","LV","Education","8299","16"
"19.10.2016","LV","ES","Professional and Personal Services","8999","7"
"04.11.2016","RU","FI","Stores and Shops","5200","18"
"17.10.2016","SK","RU","Stores and Shops","5200","198"
"04.11.2016","RU","US","Stores and Shops","5200","9"
"07.12.2016","GB","LV","Dating","7273","14"
"14.09.2016","GB","CZ","Charitable and Social Service Organizations","8398","100"
"01.10.2016","RU","IT","Computer Maintenance and Programming","7379","12"
"09.09.2016","UA","LV","Computer Maintenance and Programming","7379","4"
"07.12.2016","UA","CA","Hotels, Motels, Resorts","7011","10"
"05.11.2016","GB","ML","Charitable and Social Service Organizations","8398","15"
"29.10.2016","EE","IL","Telecommunication Services","4814","10"
"13.11.2016","UA","FR","Computer Maintenance and Programming","7379","9"
"20.09.2016","CZ","UA","Computer Maintenance and Programming","7379","343"
"08.12.2016","GB","BY","Charitable and Social Service Organizations","8398","8"
"23.10.2016","RU","GR","Financial Services","6012","6"
"29.09.2016","GB","PH","Computer Maintenance and Programming","7379","22"
"01.11.2016","GB","AE","Charitable and Social Service Organizations","8398","12"
"22.09.2016","GB","GT","Charitable and Social Service Organizations","8398","30"
"04.11.2016","GB","TZ","Charitable and Social Service Organizations","8398","30"
"06.10.2016","UA","RU","Management, Consulting, and Advertising Services","7311","6"
"18.10.2016","RU","UA","Professional and Personal Services","8999","4"
"15.10.2016","UA","RU","Charitable and Social Service Organizations","8398","3"
"01.10.2016","GB","DE","Charitable and Social Service Organizations","8398","18"
"30.10.2016","RU","DE","Stores and Shops","5200","80"
"23.10.2016","GB","NZ","Charitable and Social Service Organizations","8398","21"
"14.11.2016","UA","IL","Taxicabs and Limousines","4121","8"
"31.10.2016","GB","PH","Charitable and Social Service Organizations","8398","42"
"13.10.2016","GB","UA","Computer Maintenance and Programming","7379","196"
"28.09.2016","RU","US","Computer Maintenance and Programming","7379","30"
